,Term,P.value,Adjusted.P.value,Old.P.value,Old.Adjusted.P.value,Odds.Ratio,Combined.Score,Genes,cluster
2717,positive regulation of glucose import (GO:0046326),0.306395275,1,0,0,2.753683051,3.257274572,IGF1,1
2718,cytoskeleton-dependent intracellular transport (GO:0030705),0.306395275,1,0,0,2.753683051,3.257274572,DYNC1I2,1
2719,response to growth factor (GO:0070848),0.306395275,1,0,0,2.753683051,3.257274572,CTNNB1,1
2720,regulation of centrosome cycle (GO:0046605),0.306395275,1,0,0,2.753683051,3.257274572,CTNNB1,1
2721,regulation of NF-kappaB import into nucleus (GO:0042345),0.306395275,1,0,0,2.753683051,3.257274572,SPHK1,1
2722,positive regulation of wound healing (GO:0090303),0.306395275,1,0,0,2.753683051,3.257274572,ANXA1,1
2723,response to ketone (GO:1901654),0.306395275,1,0,0,2.753683051,3.257274572,CAV1,1
2724,regulation of cardiac muscle cell contraction (GO:0086004),0.306395275,1,0,0,2.753683051,3.257274572,CAV1,1
2725,regulation of muscle contraction (GO:0006937),0.306395275,1,0,0,2.753683051,3.257274572,CAV1,1
2726,T cell activation involved in immune response (GO:0002286),0.306395275,1,0,0,2.753683051,3.257274572,SLC11A1,1
2727,GPI anchor metabolic process (GO:0006505),0.306395275,1,0,0,2.753683051,3.257274572,PGAP2,1
2728,"DNA damage response, signal transduction by p53 class mediator (GO:0030330)",0.307314357,1,0,0,1.791552828,2.113824682,RGCC;PLK2,1
2729,negative regulation of NF-kappaB transcription factor activity (GO:0032088),0.307314357,1,0,0,1.791552828,2.113824682,DAP;ANXA4,1
2730,positive regulation of cell cycle (GO:0045787),0.307314357,1,0,0,1.791552828,2.113824682,DUSP3;SPHK1,1
2731,"retrograde transport, endosome to Golgi (GO:0042147)",0.307314357,1,0,0,1.791552828,2.113824682,CLTC;RAB7B,1
2732,positive regulation of DNA metabolic process (GO:0051054),0.307314357,1,0,0,1.791552828,2.113824682,RGCC;IGF1,1
2733,positive regulation of cell cycle arrest (GO:0071158),0.307314357,1,0,0,1.791552828,2.113824682,RGCC;PLK2,1
2734,cellular protein complex assembly (GO:0043623),0.309700096,1,0,0,1.538264325,1.803077888,FKBP1A;CLTC;RTN4,1
2735,positive regulation of phosphorylation (GO:0042327),0.309990611,1,0,0,1.422955835,1.666584756,NRP1;GPNMB;IGF1;MET,1
2736,establishment of protein localization to membrane (GO:0090150),0.312272001,1,0,0,1.770224819,2.060330451,ZDHHC18;RILPL2,1
2737,positive regulation of peptidyl-serine phosphorylation (GO:0033138),0.312272001,1,0,0,1.770224819,2.060330451,CAV1;CD44,1
2738,protein maturation (GO:0051604),0.312272001,1,0,0,1.770224819,2.060330451,F7;CTSS,1
2739,peptidyl-serine phosphorylation (GO:0018105),0.313376592,1,0,0,1.527728268,1.77269895,PRKCB;PLK2;SGK1,1
2740,regulation of calcium ion transmembrane transporter activity (GO:1901019),0.315736855,1,0,0,2.655337228,3.061195296,FKBP1A,1
2741,ATP synthesis coupled proton transport (GO:0015986),0.315736855,1,0,0,2.655337228,3.061195296,TCIRG1,1
2742,phosphatidylinositol phosphorylation (GO:0046854),0.315736855,1,0,0,2.655337228,3.061195296,PI4K2A,1
2743,negative regulation of peptidyl-tyrosine phosphorylation (GO:0050732),0.315736855,1,0,0,2.655337228,3.061195296,CAV1,1
2744,positive regulation of lipid kinase activity (GO:0090218),0.315736855,1,0,0,2.655337228,3.061195296,CD81,1
2745,negative regulation of smooth muscle cell proliferation (GO:0048662),0.315736855,1,0,0,2.655337228,3.061195296,HMOX1,1
2746,negative regulation of synaptic transmission (GO:0050805),0.315736855,1,0,0,2.655337228,3.061195296,PLK2,1
2747,leukocyte cell-cell adhesion (GO:0007159),0.315736855,1,0,0,2.655337228,3.061195296,ITGB2,1
2748,peptidyl-glutamic acid modification (GO:0018200),0.315736855,1,0,0,2.655337228,3.061195296,F7,1
2749,negative regulation of small GTPase mediated signal transduction (GO:0051058),0.315736855,1,0,0,2.655337228,3.061195296,ARHGAP25,1
2750,regulation of extrinsic apoptotic signaling pathway in absence of ligand (GO:2001239),0.315736855,1,0,0,2.655337228,3.061195296,INHBA,1
2751,transition metal ion transport (GO:0000041),0.315736855,1,0,0,2.655337228,3.061195296,SLC11A1,1
2752,extrinsic apoptotic signaling pathway via death domain receptors (GO:0008625),0.315736855,1,0,0,2.655337228,3.061195296,SORT1,1
2753,purine ribonucleoside triphosphate biosynthetic process (GO:0009206),0.315736855,1,0,0,2.655337228,3.061195296,CHCHD10,1
2754,positive regulation of substrate adhesion-dependent cell spreading (GO:1900026),0.315736855,1,0,0,2.655337228,3.061195296,NRP1,1
2755,protein targeting to vacuole (GO:0006623),0.315736855,1,0,0,2.655337228,3.061195296,NCOA4,1
2756,regulation of blood vessel diameter (GO:0097746),0.315736855,1,0,0,2.655337228,3.061195296,HMOX1,1
2757,muscle fiber development (GO:0048747),0.315736855,1,0,0,2.655337228,3.061195296,CAV2,1
2758,regulation of autophagy of mitochondrion (GO:1903146),0.315736855,1,0,0,2.655337228,3.061195296,CTSK,1
2759,regulation of protein localization to cell surface (GO:2000008),0.315736855,1,0,0,2.655337228,3.061195296,CTNNB1,1
2760,regulation of cell cycle G2/M phase transition (GO:1902749),0.317222112,1,0,0,1.749398644,2.008577443,DYNC1I2;YWHAG,1
2761,cellular response to molecule of bacterial origin (GO:0071219),0.317222112,1,0,0,1.749398644,2.008577443,CD274;TNFRSF1B,1
2762,cellular response to hydrogen peroxide (GO:0070301),0.324953083,1,0,0,2.563773875,2.881872755,RHOB,1
2763,cellular response to alcohol (GO:0097306),0.324953083,1,0,0,2.563773875,2.881872755,CTNNB1,1
2764,aerobic respiration (GO:0009060),0.324953083,1,0,0,2.563773875,2.881872755,MT-CO1,1
2765,positive regulation of phosphate metabolic process (GO:0045937),0.324953083,1,0,0,2.563773875,2.881872755,NRP1,1
2766,regulation of transmembrane receptor protein serine/threonine kinase signaling pathway (GO:0090092),0.324953083,1,0,0,2.563773875,2.881872755,FKBP1A,1
2767,positive regulation of phospholipid metabolic process (GO:1903727),0.324953083,1,0,0,2.563773875,2.881872755,CD81,1
2768,regulation of NIK/NF-kappaB signaling (GO:1901222),0.324953083,1,0,0,2.563773875,2.881872755,ACTN4,1
2769,negative regulation of JNK cascade (GO:0046329),0.324953083,1,0,0,2.563773875,2.881872755,DUSP3,1
2770,neural crest cell migration (GO:0001755),0.324953083,1,0,0,2.563773875,2.881872755,NRP1,1
2771,triglyceride homeostasis (GO:0070328),0.324953083,1,0,0,2.563773875,2.881872755,LPL,1
2772,calcium ion import (GO:0070509),0.324953083,1,0,0,2.563773875,2.881872755,CACNA1D,1
2773,protein export from nucleus (GO:0006611),0.324953083,1,0,0,2.563773875,2.881872755,EGR2,1
2774,regulation of peptidyl-serine phosphorylation (GO:0033135),0.327096983,1,0,0,1.709182583,1.910009091,CAV1;CD44,1
2775,intracellular protein transport (GO:0006886),0.327293493,1,0,0,1.281886938,1.431736927,MMP12;EGR2;CLTC;LAMP2;PTTG1IP;RAB7B,1
2776,heart development (GO:0007507),0.328090316,1,0,0,1.486988848,1.657199042,FKBP1A;SH3PXD2B;MICAL2,1
2777,negative regulation of cell differentiation (GO:0045596),0.331768967,1,0,0,1.477141239,1.629754208,ABCA1;CAV1;ABCG1,1
2778,positive regulation of cellular component biogenesis (GO:0044089),0.332020417,1,0,0,1.689760054,1.863059845,RGCC;SDC1,1
2779,regulation of striated muscle contraction (GO:0006942),0.334045633,1,0,0,2.478314746,2.717416776,P2RX4,1
2780,lung development (GO:0030324),0.334045633,1,0,0,2.478314746,2.717416776,PDPN,1
2781,regulation of vasoconstriction (GO:0019229),0.334045633,1,0,0,2.478314746,2.717416776,CAV1,1
2782,vacuolar transport (GO:0007034),0.334045633,1,0,0,2.478314746,2.717416776,ATP6V0D2,1
2783,negative regulation of Notch signaling pathway (GO:0045746),0.334045633,1,0,0,2.478314746,2.717416776,FAM129B,1
2784,regulation of embryonic development (GO:0045995),0.334045633,1,0,0,2.478314746,2.717416776,FAM129B,1
2785,lysosome localization (GO:0032418),0.334045633,1,0,0,2.478314746,2.717416776,PLEKHM2,1
2786,coenzyme biosynthetic process (GO:0009108),0.334045633,1,0,0,2.478314746,2.717416776,ATPIF1,1
2787,MyD88-dependent toll-like receptor signaling pathway (GO:0002755),0.334045633,1,0,0,2.478314746,2.717416776,CD36,1
2788,regulation of cellular biosynthetic process (GO:0031326),0.334045633,1,0,0,2.478314746,2.717416776,MITF,1
2789,striated muscle tissue development (GO:0014706),0.334045633,1,0,0,2.478314746,2.717416776,CAV1,1
2790,positive regulation of intracellular protein transport (GO:0090316),0.339124195,1,0,0,1.457832204,1.576483536,TCF7L2;CTSK;ITGAX,1
2791,regulation of protein insertion into mitochondrial membrane involved in apoptotic signaling pathway (GO:1900739),0.34301616,1,0,0,2.398369109,2.566201506,YWHAG,1
2792,negative regulation of stress-activated MAPK cascade (GO:0032873),0.34301616,1,0,0,2.398369109,2.566201506,DUSP3,1
2793,replication fork processing (GO:0031297),0.34301616,1,0,0,2.398369109,2.566201506,ZRANB3,1
2794,positive regulation of cyclin-dependent protein serine/threonine kinase activity (GO:0045737),0.34301616,1,0,0,2.398369109,2.566201506,RGCC,1
2795,negative regulation of transferase activity (GO:0051348),0.34301616,1,0,0,2.398369109,2.566201506,CHCHD10,1
2796,negative regulation of secretion by cell (GO:1903531),0.34301616,1,0,0,2.398369109,2.566201506,ANXA1,1
2797,activation of protein kinase B activity (GO:0032148),0.34301616,1,0,0,2.398369109,2.566201506,IGF1,1
2798,negative regulation of DNA biosynthetic process (GO:2000279),0.34301616,1,0,0,2.398369109,2.566201506,FAM129B,1
2799,protein palmitoylation (GO:0018345),0.34301616,1,0,0,2.398369109,2.566201506,ZDHHC18,1
2800,fatty-acyl-CoA biosynthetic process (GO:0046949),0.34301616,1,0,0,2.398369109,2.566201506,ACSL4,1
2801,regulation of ARF protein signal transduction (GO:0032012),0.34301616,1,0,0,2.398369109,2.566201506,APLP2,1
2802,positive regulation of cation channel activity (GO:2001259),0.34301616,1,0,0,2.398369109,2.566201506,CTSS,1
2803,regulation of developmental growth (GO:0048638),0.34301616,1,0,0,2.398369109,2.566201506,IGF1,1
2804,phosphatidylinositol 3-kinase signaling (GO:0014065),0.34301616,1,0,0,2.398369109,2.566201506,IGF1,1
2805,artery morphogenesis (GO:0048844),0.34301616,1,0,0,2.398369109,2.566201506,NRP1,1
2806,positive regulation of protein insertion into mitochondrial membrane involved in apoptotic signaling pathway (GO:1900740),0.34301616,1,0,0,2.398369109,2.566201506,YWHAG,1
2807,regulation of blood coagulation (GO:0030193),0.34301616,1,0,0,2.398369109,2.566201506,CAV1,1
2808,positive regulation of gene expression (GO:0010628),0.345571353,1,0,0,1.155690814,1.227986367,EGR2;RGCC;SLC11A1;NCOA4;FN1;SPP1;CTNNB1;MITF;IGF1;CD36;INHBA;FAM129B,1
2809,mitotic cell cycle phase transition (GO:0044772),0.349546172,1,0,0,1.339629592,1.408110944,DYNC1I2;PLK2;INHBA;YWHAG,1
2810,positive regulation of cellular protein metabolic process (GO:0032270),0.35160623,1,0,0,1.616292226,1.689418773,PTTG1IP;INHBA,1
2811,regulation of protein catabolic process (GO:0042176),0.35160623,1,0,0,1.616292226,1.689418773,PLK2;TNFSF12,1
2812,cellular response to lipopolysaccharide (GO:0071222),0.35160623,1,0,0,1.616292226,1.689418773,CD274;TNFRSF1B,1
2813,negative regulation of kinase activity (GO:0033673),0.35160623,1,0,0,1.616292226,1.689418773,SOCS2;YWHAG,1
2814,negative regulation of toll-like receptor signaling pathway (GO:0034122),0.351866296,1,0,0,2.323420074,2.4268216,RAB7B,1
2815,negative regulation of blood vessel endothelial cell migration (GO:0043537),0.351866296,1,0,0,2.323420074,2.4268216,RGCC,1
2816,negative regulation of tumor necrosis factor superfamily cytokine production (GO:1903556),0.351866296,1,0,0,2.323420074,2.4268216,CD274,1
2817,alpha-amino acid metabolic process (GO:1901605),0.351866296,1,0,0,2.323420074,2.4268216,SLC6A8,1
2818,regulation of glucose import (GO:0046324),0.351866296,1,0,0,2.323420074,2.4268216,IGF1,1
2819,regulation of protein tyrosine kinase activity (GO:0061097),0.351866296,1,0,0,2.323420074,2.4268216,CAV1,1
2820,renal water homeostasis (GO:0003091),0.351866296,1,0,0,2.323420074,2.4268216,WFS1,1
2821,skeletal system morphogenesis (GO:0048705),0.351866296,1,0,0,2.323420074,2.4268216,MMP13,1
2822,regulation of protein export from nucleus (GO:0046825),0.351866296,1,0,0,2.323420074,2.4268216,TCF7L2,1
2823,regulation of protein autophosphorylation (GO:0031952),0.351866296,1,0,0,2.323420074,2.4268216,GPNMB,1
2824,cellular zinc ion homeostasis (GO:0006882),0.351866296,1,0,0,2.323420074,2.4268216,S100A9,1
2825,positive regulation of insulin secretion (GO:0032024),0.351866296,1,0,0,2.323420074,2.4268216,TCF7L2,1
2826,nucleobase-containing small molecule interconversion (GO:0015949),0.351866296,1,0,0,2.323420074,2.4268216,TXNRD1,1
2827,regulation of cytokine secretion (GO:0050707),0.351866296,1,0,0,2.323420074,2.4268216,RGCC,1
2828,liver development (GO:0001889),0.351866296,1,0,0,2.323420074,2.4268216,MET,1
2829,positive regulation of transcription from RNA polymerase II promoter (GO:0045944),0.355966256,1,0,0,1.13844847,1.17592544,TCF7L2;EGR2;CD81;SLC11A1;MICAL2;MITF;IGF1;INHBA;MMP12;RGCC;CTNNB1;SQSTM1;MET,1
2830,positive regulation of cellular metabolic process (GO:0031325),0.356472761,1,0,0,1.598912739,1.649274413,CD63;INHBA,1
2831,cell cycle G1/S phase transition (GO:0044843),0.356472761,1,0,0,1.598912739,1.649274413,PLK2;INHBA,1
2832,response to zinc ion (GO:0010043),0.36059765,1,0,0,2.253013405,2.298056745,HVCN1,1
2833,cellular response to glucagon stimulus (GO:0071377),0.36059765,1,0,0,2.253013405,2.298056745,GNG12,1
2834,ceramide biosynthetic process (GO:0046513),0.36059765,1,0,0,2.253013405,2.298056745,DEGS1,1
2835,cyclic-nucleotide-mediated signaling (GO:0019935),0.36059765,1,0,0,2.253013405,2.298056745,CD36,1
2836,negative regulation of receptor activity (GO:2000272),0.36059765,1,0,0,2.253013405,2.298056745,CAV1,1
2837,GPI anchor biosynthetic process (GO:0006506),0.36059765,1,0,0,2.253013405,2.298056745,PGAP2,1
2838,positive regulation of tumor necrosis factor superfamily cytokine production (GO:1903557),0.36059765,1,0,0,2.253013405,2.298056745,ADAM8,1
2839,mitochondrial transmembrane transport (GO:1990542),0.36059765,1,0,0,2.253013405,2.298056745,UCP2,1
2840,positive regulation of T cell differentiation (GO:0045582),0.36059765,1,0,0,2.253013405,2.298056745,ADAM8,1
2841,positive regulation of transcription factor import into nucleus (GO:0042993),0.36059765,1,0,0,2.253013405,2.298056745,SPHK1,1
2842,regulation of erythrocyte differentiation (GO:0045646),0.36059765,1,0,0,2.253013405,2.298056745,INHBA,1
2843,positive regulation of myeloid leukocyte differentiation (GO:0002763),0.36059765,1,0,0,2.253013405,2.298056745,DCSTAMP,1
2844,vasculogenesis (GO:0001570),0.36059765,1,0,0,2.253013405,2.298056745,CAV1,1
2845,regulation of cysteine-type endopeptidase activity involved in apoptotic process (GO:0043281),0.361326207,1,0,0,1.581903029,1.610336324,TNFRSF1B;CD44,1
2846,positive regulation of nucleic acid-templated transcription (GO:1903508),0.365645849,1,0,0,1.182496101,1.189697549,EGR2;NCOA4;SPP1;CTNNB1;MITF;IGF1;INHBA;FAM129B,1
2847,vesicle fusion (GO:0006906),0.366166042,1,0,0,1.565251419,1.572558609,CAV2;RAB7B,1
2848,axon development (GO:0061564),0.366166042,1,0,0,1.565251419,1.572558609,BAIAP2;RTN4,1
2849,response to exogenous dsRNA (GO:0043330),0.36921181,1,0,0,2.186748305,2.17884275,CAV1,1
2850,platelet aggregation (GO:0070527),0.36921181,1,0,0,2.186748305,2.17884275,MYH9,1
2851,mRNA stabilization (GO:0048255),0.36921181,1,0,0,2.186748305,2.17884275,SLC11A1,1
2852,positive regulation of catalytic activity (GO:0043085),0.36921181,1,0,0,2.186748305,2.17884275,CAV1,1
2853,positive regulation of nucleocytoplasmic transport (GO:0046824),0.36921181,1,0,0,2.186748305,2.17884275,TCF7L2,1
2854,cellular glucose homeostasis (GO:0001678),0.36921181,1,0,0,2.186748305,2.17884275,HK3,1
2855,positive regulation of organelle organization (GO:0010638),0.36921181,1,0,0,2.186748305,2.17884275,ANXA1,1
2856,interleukin-1-mediated signaling pathway (GO:0070498),0.370991754,1,0,0,1.548946716,1.535897527,IL1RN;SQSTM1,1
2857,negative regulation of intracellular signal transduction (GO:1902532),0.372125966,1,0,0,1.376841526,1.361039329,DUSP3;CAV1;ARHGAP25,1
2858,protein localization to nucleus (GO:0034504),0.375802847,1,0,0,1.532978193,1.500311373,MMP12;PTTG1IP,1
2859,ciliary basal body-plasma membrane docking (GO:0097711),0.375802847,1,0,0,1.532978193,1.500311373,DYNC1I2;YWHAG,1
2860,embryonic limb morphogenesis (GO:0030326),0.377710344,1,0,0,2.124269782,2.068247826,CTNNB1,1
2861,negative regulation of cellular metabolic process (GO:0031324),0.377710344,1,0,0,2.124269782,2.068247826,LRPAP1,1
2862,positive regulation of exocytosis (GO:0045921),0.377710344,1,0,0,2.124269782,2.068247826,SDC1,1
2863,positive regulation of muscle cell differentiation (GO:0051149),0.377710344,1,0,0,2.124269782,2.068247826,CTNNB1,1
2864,ventricular cardiac muscle tissue morphogenesis (GO:0055010),0.377710344,1,0,0,2.124269782,2.068247826,FKBP1A,1
2865,regulation of axon extension (GO:0030516),0.377710344,1,0,0,2.124269782,2.068247826,RTN4,1
2866,negative regulation of endothelial cell migration (GO:0010596),0.377710344,1,0,0,2.124269782,2.068247826,RGCC,1
2867,response to glucagon (GO:0033762),0.377710344,1,0,0,2.124269782,2.068247826,GNG12,1
2868,anterior/posterior pattern specification (GO:0009952),0.377710344,1,0,0,2.124269782,2.068247826,BASP1,1
2869,cell morphogenesis involved in neuron differentiation (GO:0048667),0.380598842,1,0,0,1.517335559,1.465760361,BAIAP2;RTN4,1
2870,negative regulation of cell motility (GO:2000146),0.380598842,1,0,0,1.517335559,1.465760361,CLIC4;RHOB,1
2871,mitochondrial respiratory chain complex assembly (GO:0033108),0.380598842,1,0,0,1.517335559,1.465760361,MT-ND5;MT-ND3,1
2872,glycerophospholipid biosynthetic process (GO:0046474),0.383066249,1,0,0,1.351808043,1.297123798,SLC27A1;SLC44A1;PI4K2A,1
2873,regulation of insulin secretion (GO:0050796),0.385379276,1,0,0,1.502008937,1.432206522,TCF7L2;CACNA1D,1
2874,lipid phosphorylation (GO:0046834),0.386094797,1,0,0,2.065262288,1.965453017,PI4K2A,1
2875,positive regulation of NIK/NF-kappaB signaling (GO:1901224),0.386094797,1,0,0,2.065262288,1.965453017,ACTN4,1
2876,antibacterial humoral response (GO:0019731),0.386094797,1,0,0,2.065262288,1.965453017,HIST1H2BC,1
2877,negative regulation of cell-substrate adhesion (GO:0010812),0.386094797,1,0,0,2.065262288,1.965453017,ACTN4,1
2878,regulation of microtubule polymerization (GO:0031113),0.386094797,1,0,0,2.065262288,1.965453017,MET,1
2879,regulation of endothelial cell apoptotic process (GO:2000351),0.386094797,1,0,0,2.065262288,1.965453017,RGCC,1
