Term|Overlap|P.value|Adjusted.P.value|Old.P.value|Old.Adjusted.P.value|Odds.Ratio|Combined.Score|Genes|cluster
533|regulation of anoikis (GO:2000209)|1/20|0.0990636578243203|0.948446239920274|0|0|9.61538461538462|22.2306983380996|CAV1|0
534|striated muscle cell development (GO:0055002)|1/20|0.0990636578243203|0.946670123366117|0|0|9.61538461538462|22.2306983380996|IGF1|0
535|regulation of glycogen biosynthetic process (GO:0005979)|1/20|0.0990636578243203|0.944900646500012|0|0|9.61538461538462|22.2306983380996|IGF1|0
536|hyaluronan metabolic process (GO:0030212)|1/21|0.103753208511938|0.987784744470931|0|0|9.15750915750916|20.7485365836377|HEXB|0
537|negative regulation of protein tyrosine kinase activity (GO:0061099)|1/21|0.103753208511938|0.985945294295008|0|0|9.15750915750916|20.7485365836377|CAV1|0
538|positive regulation of cellular component movement (GO:0051272)|1/21|0.103753208511938|0.984112682223827|0|0|9.15750915750916|20.7485365836377|PDPN|0
539|dendritic cell differentiation (GO:0097028)|1/21|0.103753208511938|0.982286870197438|0|0|9.15750915750916|20.7485365836377|TREM2|0
540|response to nicotine (GO:0035094)|1/21|0.103753208511938|0.980467820437813|0|0|9.15750915750916|20.7485365836377|HMOX1|0
541|regulation of ruffle assembly (GO:1900027)|1/21|0.103753208511938|0.978655495446246|0|0|9.15750915750916|20.7485365836377|CAV1|0
542|positive regulation of T cell mediated immunity (GO:0002711)|1/21|0.103753208511938|0.976849858000773|0|0|9.15750915750916|20.7485365836377|B2M|0
543|positive regulation of lipid metabolic process (GO:0045834)|1/21|0.103753208511938|0.975050871153626|0|0|9.15750915750916|20.7485365836377|APOE|0
544|regulation of cardiac muscle hypertrophy (GO:0010611)|1/21|0.103753208511938|0.973258498228711|0|0|9.15750915750916|20.7485365836377|IGF1|0
545|lipid catabolic process (GO:0016042)|1/21|0.103753208511938|0.971472702819117|0|0|9.15750915750916|20.7485365836377|PLA2G16|0
546|positive regulation of receptor internalization (GO:0002092)|1/21|0.103753208511938|0.96969344878465|0|0|9.15750915750916|20.7485365836377|CD63|0
547|phosphatidylserine acyl-chain remodeling (GO:0036150)|1/21|0.103753208511938|0.967920700249395|0|0|9.15750915750916|20.7485365836377|PLA2G16|0
548|regulation of macrophage activation (GO:0043030)|1/21|0.103753208511938|0.966154421599305|0|0|9.15750915750916|20.7485365836377|CD74|0
549|positive regulation of cellular component organization (GO:0051130)|2/107|0.107007309099274|0.994641709168661|0|0|3.59453630481668|8.03327871140977|CD63;APOE|0
550|positive regulation of cellular catabolic process (GO:0031331)|2/107|0.107007309099274|0.992833269697445|0|0|3.59453630481668|8.03327871140977|APOE;IGF1|0
551|positive regulation of gene expression (GO:0010628)|7/772|0.107502326414558|0.995615919588913|0|0|1.74372259864488|3.88892475440426|RBM3;CD74;GSN;FN1;SPP1;CTSH;IGF1|0
552|regulation of calcium ion transport into cytosol (GO:0010522)|1/22|0.108418582791051|1|0|0|8.74125874125874|19.4209421040818|CAV1|0
553|regulation of interferon-gamma-mediated signaling pathway (GO:0060334)|1/22|0.108418582791051|1|0|0|8.74125874125874|19.4209421040818|ARG1|0
554|positive regulation of protein autophosphorylation (GO:0031954)|1/22|0.108418582791051|0.998664310438147|0|0|8.74125874125874|19.4209421040818|GPNMB|0
555|beta-catenin destruction complex disassembly (GO:1904886)|1/22|0.108418582791051|0.996864915284204|0|0|8.74125874125874|19.4209421040818|CAV1|0
556|glutathione derivative biosynthetic process (GO:1901687)|1/22|0.108418582791051|0.9950719927747|0|0|8.74125874125874|19.4209421040818|ESD|0
557|C21-steroid hormone metabolic process (GO:0008207)|1/22|0.108418582791051|0.993285508047995|0|0|8.74125874125874|19.4209421040818|TSPO|0
558|positive regulation of proteolysis involved in cellular protein catabolic process (GO:1903052)|1/22|0.108418582791051|0.991505426492354|0|0|8.74125874125874|19.4209421040818|ATPIF1|0
559|negative regulation of cell cycle G1/S phase transition (GO:1902807)|1/22|0.108418582791051|0.989731713743709|0|0|8.74125874125874|19.4209421040818|GPNMB|0
560|regulation of transcription from RNA polymerase III promoter (GO:0006359)|1/22|0.108418582791051|0.987964335683452|0|0|8.74125874125874|19.4209421040818|PRDX5|0
561|regulation of bone resorption (GO:0045124)|1/22|0.108418582791051|0.986203258436245|0|0|8.74125874125874|19.4209421040818|SPP1|0
562|negative regulation of myeloid cell differentiation (GO:0045638)|1/22|0.108418582791051|0.984448448367853|0|0|8.74125874125874|19.4209421040818|MAFB|0
563|negative regulation of actin filament polymerization (GO:0030837)|1/22|0.108418582791051|0.982699872083008|0|0|8.74125874125874|19.4209421040818|GSN|0
564|glutathione derivative metabolic process (GO:1901685)|1/22|0.108418582791051|0.980957496423286|0|0|8.74125874125874|19.4209421040818|ESD|0
565|positive regulation of cysteine-type endopeptidase activity involved in apoptotic process (GO:0043280)|2/110|0.11202042902595|1|0|0|3.4965034965035|7.65410497308691|BCAP31;GSN|0
566|positive regulation of ATP metabolic process (GO:1903580)|1/23|0.113059904110392|1|0|0|8.36120401337793|18.2260658517192|IGF1|0
567|regulation of protein oligomerization (GO:0032459)|1/23|0.113059904110392|1|0|0|8.36120401337793|18.2260658517192|APOE|0
568|cholesterol efflux (GO:0033344)|1/23|0.113059904110392|1|0|0|8.36120401337793|18.2260658517192|APOE|0
569|regulation of smooth muscle contraction (GO:0006940)|1/23|0.113059904110392|1|0|0|8.36120401337793|18.2260658517192|CAV1|0
570|positive regulation of blood circulation (GO:1903524)|1/23|0.113059904110392|1|0|0|8.36120401337793|18.2260658517192|CAV1|0
571|glycolytic process (GO:0006096)|1/23|0.113059904110392|1|0|0|8.36120401337793|18.2260658517192|PGAM1|0
572|folic acid-containing compound metabolic process (GO:0006760)|1/23|0.113059904110392|1|0|0|8.36120401337793|18.2260658517192|ATPIF1|0
573|regulation of proteolysis involved in cellular protein catabolic process (GO:1903050)|1/23|0.113059904110392|1|0|0|8.36120401337793|18.2260658517192|ATPIF1|0
574|response to alkaloid (GO:0043279)|1/23|0.113059904110392|1|0|0|8.36120401337793|18.2260658517192|HMOX1|0
575|divalent inorganic cation homeostasis (GO:0072507)|1/23|0.113059904110392|1|0|0|8.36120401337793|18.2260658517192|CAV1|0
576|regulation of monooxygenase activity (GO:0032768)|1/23|0.113059904110392|1|0|0|8.36120401337793|18.2260658517192|CAV1|0
577|metanephros development (GO:0001656)|1/23|0.113059904110392|0.999904143284803|0|0|8.36120401337793|18.2260658517192|CTSH|0
578|cellular response to amyloid-beta (GO:1904646)|1/23|0.113059904110392|0.998174205320643|0|0|8.36120401337793|18.2260658517192|IGF1|0
579|regulation of cell size (GO:0008361)|1/23|0.113059904110392|0.996450242962576|0|0|8.36120401337793|18.2260658517192|LAMTOR4|0
580|positive regulation of cell junction assembly (GO:1901890)|1/23|0.113059904110392|0.994732225302296|0|0|8.36120401337793|18.2260658517192|CAV1|0
581|peroxisome organization (GO:0007031)|1/23|0.113059904110392|0.993020121644288|0|0|8.36120401337793|18.2260658517192|PLA2G16|0
582|negative regulation of cytokine production (GO:0001818)|2/111|0.113705041953818|0.996970496718788|0|0|3.46500346500347|7.5334287416773|CD84;GPNMB|0
583|cellular response to peptide hormone stimulus (GO:0071375)|2/111|0.113705041953818|0.995260427256148|0|0|3.46500346500347|7.5334287416773|CAV1;GNG12|0
584|regulation of protein binding (GO:0043393)|2/112|0.115396251551688|1|0|0|3.43406593406593|7.41546499882133|CAV1;B2M|0
585|negative regulation of cell proliferation (GO:0008285)|4/364|0.121826197965051|1|0|0|2.11327134404058|4.44877400002079|GPNMB;FTH1;PDPN;HMOX1|0
586|positive regulation of neutrophil chemotaxis (GO:0090023)|1/25|0.12227087840991|1|0|0|7.69230769230769|16.1655106205387|CD74|0
587|positive regulation of purine nucleotide biosynthetic process (GO:1900373)|1/25|0.12227087840991|1|0|0|7.69230769230769|16.1655106205387|APOE|0
588|negative regulation of G1/S transition of mitotic cell cycle (GO:2000134)|1/25|0.12227087840991|1|0|0|7.69230769230769|16.1655106205387|GPNMB|0
589|cellular modified amino acid biosynthetic process (GO:0042398)|1/25|0.12227087840991|1|0|0|7.69230769230769|16.1655106205387|ATPIF1|0
590|ATP generation from ADP (GO:0006757)|1/25|0.12227087840991|1|0|0|7.69230769230769|16.1655106205387|PGAM1|0
591|receptor catabolic process (GO:0032801)|1/25|0.12227087840991|1|0|0|7.69230769230769|16.1655106205387|LGMN|0
592|mammary gland development (GO:0030879)|1/25|0.12227087840991|1|0|0|7.69230769230769|16.1655106205387|CAV1|0
593|regulation of cardiac muscle cell action potential (GO:0098901)|1/25|0.12227087840991|1|0|0|7.69230769230769|16.1655106205387|CAV1|0
594|proteoglycan biosynthetic process (GO:0030166)|1/25|0.12227087840991|1|0|0|7.69230769230769|16.1655106205387|IGF1|0
595|negative regulation of intrinsic apoptotic signaling pathway in response to DNA damage (GO:1902230)|1/25|0.12227087840991|1|0|0|7.69230769230769|16.1655106205387|CD74|0
596|glycolytic process through glucose-6-phosphate (GO:0061620)|1/26|0.126840775121276|1|0|0|7.39644970414201|15.2723573839838|PGAM1|0
597|negative regulation of wound healing (GO:0061045)|1/26|0.126840775121276|1|0|0|7.39644970414201|15.2723573839838|APOE|0
598|regulation of apoptotic signaling pathway (GO:2001233)|1/26|0.126840775121276|1|0|0|7.39644970414201|15.2723573839838|CTSH|0
599|canonical glycolysis (GO:0061621)|1/26|0.126840775121276|1|0|0|7.39644970414201|15.2723573839838|PGAM1|0
600|long-chain fatty acid transport (GO:0015909)|1/26|0.126840775121276|1|0|0|7.39644970414201|15.2723573839838|APOE|0
601|glucose catabolic process to pyruvate (GO:0061718)|1/26|0.126840775121276|1|0|0|7.39644970414201|15.2723573839838|PGAM1|0
602|respiratory tube development (GO:0030323)|1/26|0.126840775121276|1|0|0|7.39644970414201|15.2723573839838|PDPN|0
603|positive regulation of neutrophil migration (GO:1902624)|1/26|0.126840775121276|1|0|0|7.39644970414201|15.2723573839838|CD74|0
604|peptide catabolic process (GO:0043171)|1/26|0.126840775121276|1|0|0|7.39644970414201|15.2723573839838|CTSH|0
605|response to amyloid-beta (GO:1904645)|1/26|0.126840775121276|1|0|0|7.39644970414201|15.2723573839838|IGF1|0
606|positive regulation of nuclear division (GO:0051785)|1/26|0.126840775121276|1|0|0|7.39644970414201|15.2723573839838|IGF1|0
607|regulation of DNA damage response, signal transduction by p53 class mediator (GO:0043516)|1/26|0.126840775121276|1|0|0|7.39644970414201|15.2723573839838|CD74|0
608|regulation of vascular smooth muscle cell proliferation (GO:1904705)|1/26|0.126840775121276|1|0|0|7.39644970414201|15.2723573839838|IGF1|0
609|positive regulation of embryonic development (GO:0040019)|1/26|0.126840775121276|1|0|0|7.39644970414201|15.2723573839838|IGF1|0
610|positive regulation of glucose transport (GO:0010828)|1/26|0.126840775121276|1|0|0|7.39644970414201|15.2723573839838|IGF1|0
611|positive regulation of B cell activation (GO:0050871)|2/120|0.129150121493712|1|0|0|3.20512820512821|6.56019172667586|CD74;IGKC|0
612|regulation of phosphorylation (GO:0042325)|2/120|0.129150121493712|1|0|0|3.20512820512821|6.56019172667586|PGAM1;FN1|0
613|positive regulation of glucose import (GO:0046326)|1/27|0.131387106346972|1|0|0|7.12250712250712|14.4558924712216|IGF1|0
614|regulation of cardiac muscle cell contraction (GO:0086004)|1/27|0.131387106346972|1|0|0|7.12250712250712|14.4558924712216|CAV1|0
615|regulation of muscle contraction (GO:0006937)|1/27|0.131387106346972|1|0|0|7.12250712250712|14.4558924712216|CAV1|0
616|regulation of transcription regulatory region DNA binding (GO:2000677)|1/27|0.131387106346972|1|0|0|7.12250712250712|14.4558924712216|IGF1|0
617|fat-soluble vitamin metabolic process (GO:0006775)|1/27|0.131387106346972|1|0|0|7.12250712250712|14.4558924712216|LGMN|0
618|phosphatidylethanolamine acyl-chain remodeling (GO:0036152)|1/27|0.131387106346972|1|0|0|7.12250712250712|14.4558924712216|PLA2G16|0
619|positive regulation of granulocyte chemotaxis (GO:0071624)|1/27|0.131387106346972|1|0|0|7.12250712250712|14.4558924712216|CD74|0
620|response to ketone (GO:1901654)|1/27|0.131387106346972|1|0|0|7.12250712250712|14.4558924712216|CAV1|0
621|regulation of supramolecular fiber organization (GO:1902903)|1/27|0.131387106346972|1|0|0|7.12250712250712|14.4558924712216|APOE|0
622|negative regulation of catalytic activity (GO:0043086)|1/27|0.131387106346972|1|0|0|7.12250712250712|14.4558924712216|ATPIF1|0
623|sulfur compound biosynthetic process (GO:0044272)|2/123|0.134403473405312|1|0|0|3.12695434646654|6.27551284376957|B4GALT1;ESD|0
624|positive regulation of cellular process (GO:0048522)|5/520|0.134606509813327|1|0|0|1.8491124260355|3.70820913239719|CAV1;PDPN;FN1;CTSH;IGF1|0
625|negative regulation of peptidyl-tyrosine phosphorylation (GO:0050732)|1/28|0.135909992410469|1|0|0|6.86813186813187|13.707159566327|CAV1|0
626|negative regulation of smooth muscle cell proliferation (GO:0048662)|1/28|0.135909992410469|1|0|0|6.86813186813187|13.707159566327|HMOX1|0
627|phosphatidylserine metabolic process (GO:0006658)|1/28|0.135909992410469|1|0|0|6.86813186813187|13.707159566327|PLA2G16|0
628|regulation of blood vessel diameter (GO:0097746)|1/28|0.135909992410469|1|0|0|6.86813186813187|13.707159566327|HMOX1|0
629|regulation of autophagy of mitochondrion (GO:1903146)|1/28|0.135909992410469|1|0|0|6.86813186813187|13.707159566327|CTSK|0
630|negative regulation of endocytosis (GO:0045806)|1/29|0.140409553068589|1|0|0|6.63129973474801|13.0185129171492|CAV1|0
631|cellular response to ketone (GO:1901655)|1/29|0.140409553068589|1|0|0|6.63129973474801|13.0185129171492|SPP1|0
632|negative regulation of homeostatic process (GO:0032845)|1/29|0.140409553068589|1|0|0|6.63129973474801|13.0185129171492|MAFB|0
633|carboxylic acid catabolic process (GO:0046395)|1/29|0.140409553068589|1|0|0|6.63129973474801|13.0185129171492|HEXB|0
634|synaptic transmission, cholinergic (GO:0007271)|1/29|0.140409553068589|1|0|0|6.63129973474801|13.0185129171492|APOE|0
635|regulation of lipid biosynthetic process (GO:0046890)|1/29|0.140409553068589|1|0|0|6.63129973474801|13.0185129171492|APOE|0
636|negative regulation of response to DNA damage stimulus (GO:2001021)|1/29|0.140409553068589|1|0|0|6.63129973474801|13.0185129171492|CD74|0
637|regulation of receptor internalization (GO:0002090)|1/29|0.140409553068589|1|0|0|6.63129973474801|13.0185129171492|CD63|0
638|regulation of defense response to virus by virus (GO:0050690)|1/29|0.140409553068589|1|0|0|6.63129973474801|13.0185129171492|B2M|0
639|positive regulation of lipid biosynthetic process (GO:0046889)|1/29|0.140409553068589|1|0|0|6.63129973474801|13.0185129171492|APOE|0
640|positive regulation of extrinsic apoptotic signaling pathway (GO:2001238)|1/29|0.140409553068589|1|0|0|6.63129973474801|13.0185129171492|CAV1|0
641|regulation of cell morphogenesis (GO:0022604)|1/29|0.140409553068589|1|0|0|6.63129973474801|13.0185129171492|PDPN|0
642|keratan sulfate biosynthetic process (GO:0018146)|1/30|0.144885907414704|1|0|0|6.41025641025641|12.3833890493765|B4GALT1|0
643|TRIF-dependent toll-like receptor signaling pathway (GO:0035666)|1/30|0.144885907414704|1|0|0|6.41025641025641|12.3833890493765|CD300LF|0
644|coenzyme biosynthetic process (GO:0009108)|1/30|0.144885907414704|1|0|0|6.41025641025641|12.3833890493765|ATPIF1|0
645|lung development (GO:0030324)|1/30|0.144885907414704|1|0|0|6.41025641025641|12.3833890493765|PDPN|0
646|regulation of vasoconstriction (GO:0019229)|1/30|0.144885907414704|1|0|0|6.41025641025641|12.3833890493765|CAV1|0
647|regulation of activated T cell proliferation (GO:0046006)|1/30|0.144885907414704|1|0|0|6.41025641025641|12.3833890493765|IGF1|0
648|skeletal muscle organ development (GO:0060538)|1/30|0.144885907414704|1|0|0|6.41025641025641|12.3833890493765|CAV1|0
649|respiratory system development (GO:0060541)|1/30|0.144885907414704|1|0|0|6.41025641025641|12.3833890493765|PDPN|0
650|regulation of neutrophil chemotaxis (GO:0090022)|1/30|0.144885907414704|1|0|0|6.41025641025641|12.3833890493765|CD74|0
651|striated muscle tissue development (GO:0014706)|1/30|0.144885907414704|1|0|0|6.41025641025641|12.3833890493765|CAV1|0
652|positive regulation of cation channel activity (GO:2001259)|1/31|0.149339173990176|1|0|0|6.20347394540943|11.7961242212081|CTSS|0
653|protein localization to lysosome (GO:0061462)|1/31|0.149339173990176|1|0|0|6.20347394540943|11.7961242212081|LAMTOR4|0
654|regulation of cell migration involved in sprouting angiogenesis (GO:0090049)|1/31|0.149339173990176|1|0|0|6.20347394540943|11.7961242212081|HMOX1|0
655|aminoglycan metabolic process (GO:0006022)|1/31|0.149339173990176|1|0|0|6.20347394540943|11.7961242212081|SDC3|0
656|phosphatidylinositol 3-kinase signaling (GO:0014065)|1/31|0.149339173990176|1|0|0|6.20347394540943|11.7961242212081|IGF1|0
657|positive regulation of B cell proliferation (GO:0030890)|1/31|0.149339173990176|1|0|0|6.20347394540943|11.7961242212081|CD74|0
658|activation of protein kinase B activity (GO:0032148)|1/31|0.149339173990176|1|0|0|6.20347394540943|11.7961242212081|IGF1|0
